dc.title[en_US],dc.date.issued[en_US],dc.identifier.doi,dc.publisher[en_US],dc.identifier.uri[],dc.title[en],dc.contributor.author,dc.contributor.author[],dc.identifier.uri,dc.publisher,dc.date.issued,dc.title[],dc.contributor.author[en_US],collection,dc.publisher[en],dc.date.issued[],id
,,http://dx.doi.org/10.5072/FK2SN0625T,,,,,"Morgan, Danielle",http://hdl.handle.net/1813/44289,,,What'S So Funny?: Satire And African American Literature And Culture In The Twenty-First Century,,1813/47,,2016-05-29,45465
,,http://dx.doi.org/10.5072/FK2NV9G81V,,,,,"Huang, Derek",http://hdl.handle.net/1813/44291,,,Sticky-Probe Microrheology,,1813/47,,2016-05-29,45467
,,http://dx.doi.org/10.5072/FK2J38RF8P,,,,,"Gunceler, Deniz",http://hdl.handle.net/1813/44292,,,Joint Density-Functional Theory For Energetics And Spectroscopy In Complex Aqueous And Nonaqueous Solvents,,1813/47,,2016-05-29,45468
,,http://dx.doi.org/10.5072/FK2DB81N6D,,,,,"Mohapatra, Debi Prasad",http://hdl.handle.net/1813/44293,,,Drug Price Control Policy And Access To Malarial Drugs In India,,1813/47,,2016-05-29,45469
,,http://dx.doi.org/10.5072/FK28K79V15,,,,,"Sedra, Daniel",http://hdl.handle.net/1813/44294,,,Training Paradigms For Deep Residual Networks,,1813/47,,2016-05-29,45470
,,http://dx.doi.org/10.5072/FK24X59F0F,,,,,"Deng, Danny",http://hdl.handle.net/1813/44299,,,Flexible And Efficient Accelerator Architecture For Runtime Monitoring,,1813/47,,2016-05-29,45475
,,http://dx.doi.org/10.5072/FK2154KM6R,,,,,"FitzGerald, Edward",http://hdl.handle.net/1813/44303,,,A Quantitative Analysis Of Stone Buildings And Assessment Of The Masonry Labor Market In New York State,,1813/47,,2016-05-29,45479
,,http://dx.doi.org/10.5072/FK2WD3VZ9K,,,,,"George, Ellen",http://hdl.handle.net/1813/44305,,,"Cisco Spawning In Chaumont Bay, Lake Ontario",,1813/47,,2016-05-29,45481
,,http://dx.doi.org/10.5072/FK2RN3555Q,,,,,"Mera, Hilda",http://hdl.handle.net/1813/44310,,,A Study On The Surface Chemistry Of Lead Chalcogenides Nanocrystals And Patchy Colloidal Particles,,1813/47,,2016-05-29,45486
,,http://dx.doi.org/10.5072/FK2MW2FC2H,,,,,"Leon, Jeffrey",http://hdl.handle.net/1813/44321,,,Beyond 'Counting Sheep': Isotopic Approaches To Minoan And Late Cypriot Shepherding,,1813/47,,2016-05-29,45497
,,http://dx.doi.org/10.5072/FK2H41QK05,,,,,"Fisher, Joanna",http://hdl.handle.net/1813/44322,,,"Ecoimmunology Of The Asian Longhorned Beetle, Anoplophora Glabripennis",,1813/47,,2016-05-29,45498
,,http://dx.doi.org/10.5072/FK2CC10R6J,,,,,"Beckers, Koenraad",http://hdl.handle.net/1813/44328,,,"Low-Temperature Geothermal Energy: Systems Modeling, Reservoir Simulation, And Economic Analysis",,1813/47,,2016-05-29,45504
,,http://dx.doi.org/10.5072/FK27P90B5K,,,,,"Stutzman, Lauren",http://hdl.handle.net/1813/44338,,,"Monte Carlo Molecular Simulations To Determine The Isobaric Heat Capacity Of Co2, Methanol, And Their Mixtures Using Thermodynamic Fluctuations In The Isothermal-Isobaric Ensemble And The Grand Canonical Ensemble",,1813/47,,2016-05-29,45514
,,http://dx.doi.org/10.5072/FK23X88J0B,,,,,"Gannett, Maria",http://hdl.handle.net/1813/44341,,,Soil Amendments And Tillage Depth In Matted Row Strawberry Fields And Their Effects On Soil Health Indicator Tests And Yield,,1813/47,,2016-05-29,45517
,,http://dx.doi.org/10.5072/FK2057JQ54,,,,,"Carreras Gamarra, Maria",http://hdl.handle.net/1813/44344,,,A Comprehensive Analytical Approach For Achieving Successful Biodiversity Offsets In Latin America,,1813/47,,2016-05-29,45520
,,http://dx.doi.org/10.5072/FK2VD6V30R,,,,,"Kim, Mun Sek",http://hdl.handle.net/1813/44348,,,Fabricating Multifunctional Coatings Using Layer-By-Layer Langmuir-Blodgett Processes,,1813/47,,2016-05-29,45524
,,http://dx.doi.org/10.5072/FK2QN64885,,,,,"Hall, Matthew",http://hdl.handle.net/1813/44353,,,Single Cell Force Generation And Transmission Within Collagen Matrices,,1813/47,,2016-05-29,45529
,,http://dx.doi.org/10.5072/FK2KW5DG4F,,,,,"Streletskaya, Nadezhda",http://hdl.handle.net/1813/44354,,,"Consumer Food Preferences: Three Essays On Labeling, Anti-Obesity Policies And Social Presence",,1813/47,,2016-05-29,45530
,,http://dx.doi.org/10.5072/FK2G44PP02,,,,,"Zhelev, Nikolay",http://hdl.handle.net/1813/44359,,,Search For New Superfluid States Of 3He Confined In Coherence Length Sized Nanofabricated Structures,,1813/47,,2016-05-29,45535
,,http://dx.doi.org/10.5072/FK2BG2P80V,,,,,"Miao, Qisiyu",http://hdl.handle.net/1813/44365,,,Memory Vs Momentum - Exploring Momentum Strategies With The Hurst Exponent,,1813/47,,2016-05-29,45541
,,http://dx.doi.org/10.5072/FK26Q1ZF4S,,,,,"Ndayizigamiye, Richard",http://hdl.handle.net/1813/44372,,,"Race, Untimely Freedom, And The Question Of Leadership In Aimé CéSaire'S Theatre",,1813/47,,2016-05-29,45548
,,http://dx.doi.org/10.5072/FK22Z17M9N,,,,,"Nurgozhayeva, Roza",http://hdl.handle.net/1813/44373,,,State Ownership In Terms Of Transition: Curse Or Blessing. The Cases Of Kazakhstan And China,,1813/47,,2016-05-29,45549
,,http://dx.doi.org/10.5072/FK2Z60J04M,,,,,"Atluri, Sri Dithya",http://hdl.handle.net/1813/44375,,,A Study On Synthesis And Characterization Of Thin Polymer/Ceramic Hybrid Film Separators And Metal Oxide Coated Electrodes For Lithium Ion Batteries,,1813/47,,2016-05-29,45551
,,http://dx.doi.org/10.5072/FK2TD9T615,,,,,"Satyavolu, Saisandeep",http://hdl.handle.net/1813/44387,,,Bayesian Nonparametric Methods In Marketing,,1813/47,,2016-05-29,45563
,,http://dx.doi.org/10.5072/FK2PN93D0D,,,,,"Song, Taejoon",http://hdl.handle.net/1813/44395,,,Prediction-Guided Performance-Energy Trade-Off With Continuous Run-Time Adaptation,,1813/47,,2016-05-29,45571
,,http://dx.doi.org/10.5072/FK2JW8CK5V,,,,,"Deng, Yan",http://hdl.handle.net/1813/44400,,,Life-Cycle Management For Sustainable Infrastructure Systems Using Stochastic Dynamic Programming And Evolutionary Algorithms,,1813/47,,2016-05-29,45576
,,http://dx.doi.org/10.5072/FK2F76C52F,,,,,"Jin, Ye",http://hdl.handle.net/1813/44402,,,Reductive Dechlorination Of Tce By Kb-1Tm -Inoculated Mulch Columns In The Presence Of Various Terminal Electron Acceptors,,1813/47,,2016-05-29,45578
,,http://dx.doi.org/10.5072/FK29G5NB8D,,,,,"Ma, Yunfei",http://hdl.handle.net/1813/44403,,,Indoor Locating By Broadband Harmonic Rf Backscatter,,1813/47,,2016-05-29,45579
